DIABETES,BINGE,CURRENT SMOKE,SEX,RACE,BORN WHERE?,AGE,N, WEIGHTED N ,WEIGHTED %
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,5+ YEARS,70-74 YEARS,4," 1,777 ",0.006
DM=YES,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,45-49 YEARS,5," 1,769 ",0.006
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=BLACK,<5 YEARS,55-59 YEARS,1," 1,765 ",0.006
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",5+ YEARS,85+ YEARS,12," 1,762 ",0.006
DM=YES,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,55-59 YEARS,3," 1,760 ",0.006
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=BLACK,<5 YEARS,18-25 YEARS,1," 1,743 ",0.006
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,PHIL",5+ YEARS,60-64 YEARS,1," 1,742 ",0.006
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,65-69 YEARS,8," 1,739 ",0.006
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,BORN IN THE US,50-54 YEARS,8," 1,736 ",0.006
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,75-79 YEARS,4," 1,733 ",0.006
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,70-74 YEARS,2," 1,729 ",0.006
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,5+ YEARS,55-59 YEARS,1," 1,722 ",0.006
DM=YES,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,70-74 YEARS,9," 1,714 ",0.006
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=WHITE,BORN IN THE US,70-74 YEARS,17," 1,707 ",0.006
DM=NO,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,60-64 YEARS,4," 1,695 ",0.006
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=BLACK,BORN IN THE US,65-69 YEARS,9," 1,681 ",0.006
DM=YES,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,5+ YEARS,40-44 YEARS,2," 1,675 ",0.006
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,50-54 YEARS,6," 1,672 ",0.006
DM=NO,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,50-54 YEARS,3," 1,663 ",0.006
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=OTHER,BORN IN THE US,26-29 YEARS,1," 1,657 ",0.006
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,PHIL",5+ YEARS,35-39 YEARS,1," 1,655 ",0.006
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,VIET",5+ YEARS,75-79 YEARS,6," 1,655 ",0.006
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",BORN IN THE US,45-49 YEARS,3," 1,645 ",0.006
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,70-74 YEARS,19," 1,644 ",0.006
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,5+ YEARS,75-79 YEARS,15," 1,631 ",0.006
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,80-84 YEARS,3," 1,623 ",0.006
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=OTHER,5+ YEARS,40-44 YEARS,1," 1,622 ",0.006
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,5+ YEARS,65-69 YEARS,5," 1,619 ",0.006
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=OTHER,BORN IN THE US,30-34 YEARS,2," 1,616 ",0.006
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=OTHER,BORN IN THE US,65-69 YEARS,6," 1,611 ",0.006
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,VIET",5+ YEARS,80-84 YEARS,4," 1,605 ",0.006
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=ASIANONLY,BORN IN THE US,70-74 YEARS,12," 1,603 ",0.006
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",5+ YEARS,40-44 YEARS,2," 1,591 ",0.006
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=BLACK,BORN IN THE US,26-29 YEARS,6," 1,588 ",0.006
DM=YES,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,60-64 YEARS,6," 1,588 ",0.006
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,5+ YEARS,75-79 YEARS,8," 1,566 ",0.006
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,60-64 YEARS,6," 1,564 ",0.006
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,65-69 YEARS,3," 1,552 ",0.005
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,80-84 YEARS,2," 1,548 ",0.005
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=BLACK,BORN IN THE US,65-69 YEARS,2," 1,541 ",0.005
DM=YES,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,30-34 YEARS,2," 1,540 ",0.005
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,"racen=ASIAN,VIET",5+ YEARS,40-44 YEARS,1," 1,533 ",0.005
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",5+ YEARS,30-34 YEARS,2," 1,531 ",0.005
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,VIET",BORN IN THE US,18-25 YEARS,1," 1,523 ",0.005
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,18-25 YEARS,1," 1,510 ",0.005
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,PHIL",5+ YEARS,50-54 YEARS,3," 1,508 ",0.005
DM=YES,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,30-34 YEARS,1," 1,503 ",0.005
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,35-39 YEARS,3," 1,501 ",0.005
DM=NO,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,75-79 YEARS,6," 1,490 ",0.005
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=BLACK,BORN IN THE US,60-64 YEARS,3," 1,489 ",0.005
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,55-59 YEARS,4," 1,488 ",0.005
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,<5 YEARS,18-25 YEARS,1," 1,486 ",0.005
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,55-59 YEARS,10," 1,484 ",0.005
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=OTHER,5+ YEARS,18-25 YEARS,2," 1,483 ",0.005
DM=YES,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=BLACK,5+ YEARS,60-64 YEARS,1," 1,478 ",0.005
DM=NO,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,50-54 YEARS,6," 1,461 ",0.005
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=OTHER,BORN IN THE US,85+ YEARS,4," 1,454 ",0.005
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,45-49 YEARS,4," 1,451 ",0.005
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,PHIL",5+ YEARS,75-79 YEARS,2," 1,434 ",0.005
DM=YES,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,55-59 YEARS,2," 1,432 ",0.005
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,PHIL",BORN IN THE US,35-39 YEARS,1," 1,428 ",0.005
DM=YES,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,26-29 YEARS,2," 1,423 ",0.005
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",<5 YEARS,80-84 YEARS,1," 1,421 ",0.005
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,55-59 YEARS,1," 1,419 ",0.005
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=WHITE,5+ YEARS,60-64 YEARS,7," 1,418 ",0.005
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,75-79 YEARS,8," 1,407 ",0.005
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,35-39 YEARS,3," 1,403 ",0.005
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,80-84 YEARS,4," 1,399 ",0.005
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,70-74 YEARS,4," 1,386 ",0.005
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,70-74 YEARS,12," 1,381 ",0.005
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,75-79 YEARS,3," 1,379 ",0.005
DM=YES,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,5+ YEARS,60-64 YEARS,3," 1,378 ",0.005
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=WHITE,5+ YEARS,50-54 YEARS,4," 1,372 ",0.005
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=WHITE,<5 YEARS,18-25 YEARS,1," 1,362 ",0.005
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=WHITE,<5 YEARS,18-25 YEARS,1," 1,361 ",0.005
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=BLACK,BORN IN THE US,35-39 YEARS,2," 1,348 ",0.005
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,18-25 YEARS,1," 1,342 ",0.005
DM=YES,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,18-25 YEARS,2," 1,341 ",0.005
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,PHIL",BORN IN THE US,50-54 YEARS,2," 1,341 ",0.005
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,26-29 YEARS,2," 1,339 ",0.005
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,65-69 YEARS,4," 1,335 ",0.005
DM=YES,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,5+ YEARS,45-49 YEARS,1," 1,329 ",0.005
DM=YES,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,5+ YEARS,65-69 YEARS,2," 1,328 ",0.005
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=ASIANONLY,5+ YEARS,40-44 YEARS,4," 1,326 ",0.005
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,75-79 YEARS,3," 1,320 ",0.005
DM=YES,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=BLACK,BORN IN THE US,60-64 YEARS,3," 1,316 ",0.005
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,"racen=ASIAN,VIET",5+ YEARS,40-44 YEARS,1," 1,303 ",0.005
DM=YES,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,45-49 YEARS,2," 1,300 ",0.005
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,PHIL",BORN IN THE US,60-64 YEARS,1," 1,298 ",0.005
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=ASIANONLY,5+ YEARS,50-54 YEARS,4," 1,284 ",0.005
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,60-64 YEARS,4," 1,284 ",0.005
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,PHIL",<5 YEARS,18-25 YEARS,1," 1,280 ",0.005
DM=NO,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,50-54 YEARS,5," 1,279 ",0.005
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,5+ YEARS,30-34 YEARS,1," 1,277 ",0.005
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=OTHER,BORN IN THE US,60-64 YEARS,6," 1,264 ",0.004
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",5+ YEARS,55-59 YEARS,3," 1,247 ",0.004
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,85+ YEARS,2," 1,231 ",0.004
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,PHIL",5+ YEARS,80-84 YEARS,3," 1,223 ",0.004
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=OTHER,5+ YEARS,45-49 YEARS,1," 1,205 ",0.004
DM=YES,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,65-69 YEARS,6," 1,200 ",0.004
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=BLACK,BORN IN THE US,80-84 YEARS,2," 1,198 ",0.004
DM=YES,binge=NO,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,PHIL",5+ YEARS,45-49 YEARS,1," 1,192 ",0.004
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=OTHER,5+ YEARS,45-49 YEARS,5," 1,190 ",0.004
DM=YES,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=BLACK,BORN IN THE US,55-59 YEARS,2," 1,189 ",0.004
DM=YES,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,5+ YEARS,85+ YEARS,1," 1,188 ",0.004
DM=NO,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,<5 YEARS,18-25 YEARS,1," 1,167 ",0.004
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,VIET",5+ YEARS,70-74 YEARS,7," 1,155 ",0.004
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=OTHER,BORN IN THE US,55-59 YEARS,7," 1,151 ",0.004
DM=YES,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,5+ YEARS,55-59 YEARS,3," 1,149 ",0.004
DM=YES,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,65-69 YEARS,3," 1,147 ",0.004
DM=NO,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,60-64 YEARS,3," 1,141 ",0.004
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,30-34 YEARS,2," 1,140 ",0.004
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",BORN IN THE US,55-59 YEARS,1," 1,132 ",0.004
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",BORN IN THE US,65-69 YEARS,5," 1,131 ",0.004
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=OTHER,5+ YEARS,35-39 YEARS,1," 1,130 ",0.004
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",5+ YEARS,50-54 YEARS,2," 1,125 ",0.004
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,VIET",5+ YEARS,60-64 YEARS,6," 1,122 ",0.004
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,5+ YEARS,75-79 YEARS,7," 1,118 ",0.004
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,45-49 YEARS,1," 1,112 ",0.004
DM=YES,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,55-59 YEARS,7," 1,112 ",0.004
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=WHITE,<5 YEARS,55-59 YEARS,1," 1,107 ",0.004
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,35-39 YEARS,3," 1,106 ",0.004
DM=YES,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,5+ YEARS,35-39 YEARS,1," 1,106 ",0.004
DM=YES,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=WHITE,BORN IN THE US,30-34 YEARS,1," 1,105 ",0.004
DM=YES,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=BLACK,BORN IN THE US,65-69 YEARS,3," 1,105 ",0.004
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,5+ YEARS,65-69 YEARS,7," 1,101 ",0.004
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,VIET",5+ YEARS,45-49 YEARS,2," 1,101 ",0.004
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=WHITE,<5 YEARS,30-34 YEARS,1," 1,099 ",0.004
DM=YES,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,55-59 YEARS,8," 1,093 ",0.004
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,PHIL",5+ YEARS,75-79 YEARS,2," 1,090 ",0.004
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,VIET",<5 YEARS,70-74 YEARS,1," 1,087 ",0.004
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,85+ YEARS,5," 1,086 ",0.004
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,85+ YEARS,5," 1,079 ",0.004
DM=NO,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=BLACK,BORN IN THE US,30-34 YEARS,2," 1,070 ",0.004
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,<5 YEARS,40-44 YEARS,2," 1,067 ",0.004
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,18-25 YEARS,1," 1,061 ",0.004
DM=YES,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=WHITE,5+ YEARS,55-59 YEARS,3," 1,061 ",0.004
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=BLACK,BORN IN THE US,85+ YEARS,7," 1,056 ",0.004
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=ASIANONLY,BORN IN THE US,18-25 YEARS,2," 1,053 ",0.004
DM=YES,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=WHITE,BORN IN THE US,18-25 YEARS,2," 1,047 ",0.004
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,45-49 YEARS,2," 1,046 ",0.004
DM=YES,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,60-64 YEARS,3," 1,033 ",0.004
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,30-34 YEARS,1," 1,022 ",0.004
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,40-44 YEARS,6," 1,018 ",0.004
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=ASIANONLY,BORN IN THE US,45-49 YEARS,2," 1,006 ",0.004
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,45-49 YEARS,1," 1,004 ",0.004
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,70-74 YEARS,5," 1,003 ",0.004
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,5+ YEARS,85+ YEARS,7," 1,002 ",0.004
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,60-64 YEARS,5, 998 ,0.004
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,55-59 YEARS,1, 997 ,0.004
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=WHITE,BORN IN THE US,85+ YEARS,6, 995 ,0.004
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,35-39 YEARS,1, 994 ,0.004
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,80-84 YEARS,4, 991 ,0.004
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=BLACK,BORN IN THE US,30-34 YEARS,2, 989 ,0.004
DM=NO,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,85+ YEARS,2, 987 ,0.003
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,BORN IN THE US,70-74 YEARS,7, 976 ,0.003
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",5+ YEARS,65-69 YEARS,2, 973 ,0.003
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,BORN IN THE US,75-79 YEARS,8, 958 ,0.003
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=OTHER,BORN IN THE US,40-44 YEARS,1, 956 ,0.003
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,70-74 YEARS,8, 955 ,0.003
DM=YES,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,35-39 YEARS,2, 953 ,0.003
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,5+ YEARS,45-49 YEARS,1, 952 ,0.003
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,40-44 YEARS,6, 951 ,0.003
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,"racen=ASIAN,VIET",5+ YEARS,45-49 YEARS,1, 943 ,0.003
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,"racen=ASIAN,CHINA",BORN IN THE US,26-29 YEARS,1, 934 ,0.003
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=OTHER,BORN IN THE US,65-69 YEARS,5, 930 ,0.003
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,70-74 YEARS,2, 927 ,0.003
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,26-29 YEARS,3, 918 ,0.003
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,55-59 YEARS,4, 916 ,0.003
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,80-84 YEARS,6, 914 ,0.003
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",5+ YEARS,70-74 YEARS,3, 912 ,0.003
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,60-64 YEARS,2, 908 ,0.003
DM=NO,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,35-39 YEARS,1, 900 ,0.003
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=OTHER,5+ YEARS,18-25 YEARS,1, 897 ,0.003
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,70-74 YEARS,2, 886 ,0.003
DM=YES,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=BLACK,BORN IN THE US,70-74 YEARS,2, 883 ,0.003
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,35-39 YEARS,1, 882 ,0.003
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,50-54 YEARS,2, 872 ,0.003
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=ASIANONLY,BORN IN THE US,40-44 YEARS,2, 871 ,0.003
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=ASIANONLY,5+ YEARS,35-39 YEARS,1, 869 ,0.003
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=OTHER,BORN IN THE US,70-74 YEARS,6, 862 ,0.003
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=OTHER,BORN IN THE US,85+ YEARS,8, 855 ,0.003
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,BORN IN THE US,65-69 YEARS,4, 852 ,0.003
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",BORN IN THE US,70-74 YEARS,8, 852 ,0.003
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,"racen=ASIAN,VIET",5+ YEARS,70-74 YEARS,4, 852 ,0.003
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,5+ YEARS,85+ YEARS,6, 849 ,0.003
DM=YES,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=BLACK,BORN IN THE US,55-59 YEARS,3, 847 ,0.003
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,50-54 YEARS,10, 847 ,0.003
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=OTHER,BORN IN THE US,75-79 YEARS,1, 845 ,0.003
