DIABETES,BINGE,CURRENT SMOKE,SEX,RACE,BORN WHERE?,AGE,N, WEIGHTED N ,WEIGHTED %
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,5+ YEARS,40-44 YEARS,10," 32,867 ",0.116
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,30-34 YEARS,27," 32,705 ",0.116
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=BLACK,BORN IN THE US,50-54 YEARS,39," 32,286 ",0.114
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,26-29 YEARS,11," 32,240 ",0.114
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",BORN IN THE US,26-29 YEARS,7," 32,198 ",0.114
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,50-54 YEARS,112," 32,188 ",0.114
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,60-64 YEARS,112," 31,783 ",0.113
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,35-39 YEARS,25," 30,840 ",0.109
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=BLACK,BORN IN THE US,60-64 YEARS,81," 30,498 ",0.108
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,5+ YEARS,55-59 YEARS,32," 30,477 ",0.108
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,5+ YEARS,45-49 YEARS,28," 29,838 ",0.106
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,5+ YEARS,35-39 YEARS,30," 29,706 ",0.105
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,65-69 YEARS,53," 29,681 ",0.105
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=BLACK,BORN IN THE US,45-49 YEARS,37," 29,517 ",0.105
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=WHITE,BORN IN THE US,60-64 YEARS,82," 29,490 ",0.104
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,55-59 YEARS,28," 29,216 ",0.104
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,60-64 YEARS,19," 28,848 ",0.102
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,55-59 YEARS,107," 28,476 ",0.101
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,5+ YEARS,50-54 YEARS,14," 28,380 ",0.101
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,18-25 YEARS,16," 28,342 ",0.100
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,18-25 YEARS,8," 28,306 ",0.100
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,50-54 YEARS,33," 28,208 ",0.100
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,45-49 YEARS,49," 28,178 ",0.100
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=BLACK,BORN IN THE US,60-64 YEARS,34," 27,868 ",0.099
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=BLACK,BORN IN THE US,55-59 YEARS,37," 27,860 ",0.099
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,5+ YEARS,40-44 YEARS,11," 27,836 ",0.099
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,18-25 YEARS,19," 27,828 ",0.099
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,5+ YEARS,50-54 YEARS,23," 27,719 ",0.098
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=WHITE,BORN IN THE US,18-25 YEARS,17," 27,439 ",0.097
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,18-25 YEARS,8," 27,342 ",0.097
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,60-64 YEARS,138," 27,152 ",0.096
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,45-49 YEARS,37," 27,149 ",0.096
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,50-54 YEARS,35," 27,123 ",0.096
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,BORN IN THE US,18-25 YEARS,24," 27,051 ",0.096
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,BORN IN THE US,80-84 YEARS,106," 26,957 ",0.096
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,5+ YEARS,18-25 YEARS,11," 26,901 ",0.095
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,80-84 YEARS,39," 26,859 ",0.095
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,18-25 YEARS,9," 26,818 ",0.095
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,70-74 YEARS,44," 26,791 ",0.095
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,18-25 YEARS,10," 26,718 ",0.095
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=BLACK,BORN IN THE US,35-39 YEARS,9," 26,715 ",0.095
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,60-64 YEARS,44," 26,509 ",0.094
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,60-64 YEARS,46," 26,435 ",0.094
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,5+ YEARS,30-34 YEARS,8," 26,267 ",0.093
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,50-54 YEARS,60," 26,228 ",0.093
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,5+ YEARS,65-69 YEARS,98," 26,168 ",0.093
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,30-34 YEARS,9," 25,719 ",0.091
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,30-34 YEARS,13," 25,380 ",0.090
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,5+ YEARS,65-69 YEARS,37," 25,335 ",0.090
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,26-29 YEARS,5," 25,311 ",0.090
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=OTHER,BORN IN THE US,26-29 YEARS,9," 25,304 ",0.090
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,5+ YEARS,40-44 YEARS,31," 25,304 ",0.090
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=BLACK,BORN IN THE US,70-74 YEARS,59," 25,277 ",0.090
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",BORN IN THE US,18-25 YEARS,14," 25,210 ",0.089
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,5+ YEARS,45-49 YEARS,40," 25,197 ",0.089
DM=NO,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,35-39 YEARS,26," 25,065 ",0.089
DM=NO,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,26-29 YEARS,10," 25,029 ",0.089
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,35-39 YEARS,13," 24,741 ",0.088
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,35-39 YEARS,20," 24,704 ",0.088
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=WHITE,BORN IN THE US,65-69 YEARS,74," 24,672 ",0.087
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,30-34 YEARS,6," 24,534 ",0.087
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=BLACK,BORN IN THE US,18-25 YEARS,7," 24,467 ",0.087
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=BLACK,BORN IN THE US,26-29 YEARS,5," 24,361 ",0.086
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",5+ YEARS,18-25 YEARS,14," 24,241 ",0.086
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,75-79 YEARS,54," 24,141 ",0.086
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,45-49 YEARS,5," 24,126 ",0.085
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,30-34 YEARS,20," 24,080 ",0.085
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,70-74 YEARS,35," 24,042 ",0.085
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,5+ YEARS,18-25 YEARS,7," 23,815 ",0.084
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,18-25 YEARS,18," 23,701 ",0.084
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=BLACK,BORN IN THE US,65-69 YEARS,87," 23,515 ",0.083
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,55-59 YEARS,17," 23,421 ",0.083
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,60-64 YEARS,31," 23,392 ",0.083
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=BLACK,BORN IN THE US,65-69 YEARS,38," 23,227 ",0.082
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=WHITE,BORN IN THE US,45-49 YEARS,27," 23,183 ",0.082
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=BLACK,BORN IN THE US,40-44 YEARS,28," 23,163 ",0.082
DM=NO,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,18-25 YEARS,13," 22,953 ",0.081
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,70-74 YEARS,117," 22,935 ",0.081
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,18-25 YEARS,13," 22,778 ",0.081
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,<5 YEARS,18-25 YEARS,5," 22,661 ",0.080
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,5+ YEARS,30-34 YEARS,12," 22,649 ",0.080
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,50-54 YEARS,22," 22,623 ",0.080
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,50-54 YEARS,40," 22,610 ",0.080
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,VIET",BORN IN THE US,18-25 YEARS,7," 22,363 ",0.079
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,5+ YEARS,70-74 YEARS,105," 22,330 ",0.079
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,55-59 YEARS,9," 22,210 ",0.079
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,18-25 YEARS,9," 22,129 ",0.078
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,85+ YEARS,127," 22,074 ",0.078
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",5+ YEARS,50-54 YEARS,31," 21,929 ",0.078
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,65-69 YEARS,79," 21,856 ",0.077
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,5+ YEARS,65-69 YEARS,20," 21,627 ",0.077
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,<5 YEARS,18-25 YEARS,2," 21,517 ",0.076
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,18-25 YEARS,4," 21,510 ",0.076
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,5+ YEARS,55-59 YEARS,11," 21,449 ",0.076
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,65-69 YEARS,20," 21,385 ",0.076
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,30-34 YEARS,7," 21,378 ",0.076
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,45-49 YEARS,23," 21,307 ",0.075
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,45-49 YEARS,26," 21,225 ",0.075
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,26-29 YEARS,17," 21,007 ",0.074
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,65-69 YEARS,10," 20,921 ",0.074
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,5+ YEARS,45-49 YEARS,22," 20,888 ",0.074
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,5+ YEARS,26-29 YEARS,12," 20,696 ",0.073
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,18-25 YEARS,14," 20,560 ",0.073
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,55-59 YEARS,32," 20,525 ",0.073
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,5+ YEARS,30-34 YEARS,7," 20,440 ",0.072
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,BORN IN THE US,26-29 YEARS,5," 20,225 ",0.072
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,45-49 YEARS,31," 20,157 ",0.071
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,60-64 YEARS,10," 20,064 ",0.071
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,50-54 YEARS,32," 19,918 ",0.071
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,BORN IN THE US,75-79 YEARS,26," 19,731 ",0.070
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,5+ YEARS,60-64 YEARS,69," 19,705 ",0.070
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,75-79 YEARS,52," 19,672 ",0.070
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,5+ YEARS,35-39 YEARS,6," 19,453 ",0.069
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=WHITE,BORN IN THE US,55-59 YEARS,48," 19,409 ",0.069
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,<5 YEARS,40-44 YEARS,13," 19,347 ",0.069
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",BORN IN THE US,30-34 YEARS,5," 19,194 ",0.068
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,55-59 YEARS,35," 19,152 ",0.068
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,40-44 YEARS,24," 19,101 ",0.068
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,60-64 YEARS,43," 19,083 ",0.068
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,70-74 YEARS,70," 19,041 ",0.067
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=ASIANONLY,BORN IN THE US,45-49 YEARS,5," 18,998 ",0.067
DM=YES,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,5+ YEARS,40-44 YEARS,5," 18,992 ",0.067
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,18-25 YEARS,10," 18,966 ",0.067
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,VIET",BORN IN THE US,18-25 YEARS,9," 18,818 ",0.067
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,55-59 YEARS,15," 18,723 ",0.066
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=BLACK,BORN IN THE US,35-39 YEARS,7," 18,549 ",0.066
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,50-54 YEARS,19," 18,490 ",0.066
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,5+ YEARS,60-64 YEARS,34," 18,414 ",0.065
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,35-39 YEARS,8," 18,284 ",0.065
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,50-54 YEARS,18," 18,271 ",0.065
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,PHIL",BORN IN THE US,18-25 YEARS,6," 18,257 ",0.065
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,PHIL",BORN IN THE US,26-29 YEARS,3," 18,227 ",0.065
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,70-74 YEARS,101," 18,196 ",0.064
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=BLACK,BORN IN THE US,40-44 YEARS,11," 18,112 ",0.064
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,VIET",5+ YEARS,45-49 YEARS,15," 18,068 ",0.064
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,5+ YEARS,60-64 YEARS,28," 18,049 ",0.064
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,5+ YEARS,26-29 YEARS,4," 17,992 ",0.064
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,5+ YEARS,75-79 YEARS,107," 17,971 ",0.064
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,BORN IN THE US,55-59 YEARS,70," 17,872 ",0.063
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,60-64 YEARS,38," 17,773 ",0.063
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,BORN IN THE US,30-34 YEARS,4," 17,604 ",0.062
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",5+ YEARS,45-49 YEARS,22," 17,557 ",0.062
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=HISPANIC,5+ YEARS,26-29 YEARS,7," 17,495 ",0.062
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=WHITE,5+ YEARS,30-34 YEARS,6," 17,487 ",0.062
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=ASIANONLY,BORN IN THE US,30-34 YEARS,4," 17,470 ",0.062
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,BORN IN THE US,50-54 YEARS,41," 17,456 ",0.062
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,18-25 YEARS,7," 17,356 ",0.061
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,75-79 YEARS,43," 17,244 ",0.061
DM=YES,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=WHITE,BORN IN THE US,26-29 YEARS,2," 17,182 ",0.061
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,<5 YEARS,35-39 YEARS,7," 17,087 ",0.061
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,60-64 YEARS,44," 16,953 ",0.060
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,75-79 YEARS,65," 16,945 ",0.060
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,50-54 YEARS,21," 16,912 ",0.060
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,65-69 YEARS,42," 16,868 ",0.060
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,18-25 YEARS,6," 16,830 ",0.060
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,45-49 YEARS,20," 16,677 ",0.059
DM=NO,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,60-64 YEARS,52," 16,595 ",0.059
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,PHIL",5+ YEARS,65-69 YEARS,7," 16,537 ",0.059
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,55-59 YEARS,39," 16,408 ",0.058
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,5+ YEARS,70-74 YEARS,34," 16,368 ",0.058
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",5+ YEARS,60-64 YEARS,29," 16,265 ",0.058
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,CHINA",5+ YEARS,55-59 YEARS,25," 16,200 ",0.057
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,26-29 YEARS,4," 16,123 ",0.057
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=WHITE,BORN IN THE US,60-64 YEARS,56," 16,018 ",0.057
DM=NO,binge=NO,SMKCUR=YES,SRSEX=MALE,racen=BLACK,BORN IN THE US,50-54 YEARS,4," 15,955 ",0.057
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,BORN IN THE US,85+ YEARS,78," 15,948 ",0.057
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,40-44 YEARS,9," 15,913 ",0.056
DM=NO,binge=NO,SMKCUR=NO,SRSEX=FEMALE,racen=BLACK,BORN IN THE US,30-34 YEARS,6," 15,744 ",0.056
DM=NO,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,26-29 YEARS,5," 15,724 ",0.056
DM=NO,binge=YES,SMKCUR=YES,SRSEX=MALE,racen=WHITE,5+ YEARS,30-34 YEARS,3," 15,590 ",0.055
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,40-44 YEARS,19," 15,511 ",0.055
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,5+ YEARS,55-59 YEARS,22," 15,497 ",0.055
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=BLACK,BORN IN THE US,70-74 YEARS,30," 15,494 ",0.055
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,65-69 YEARS,36," 15,454 ",0.055
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,70-74 YEARS,37," 15,450 ",0.055
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,5+ YEARS,75-79 YEARS,25," 15,345 ",0.054
DM=NO,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=HISPANIC,BORN IN THE US,30-34 YEARS,4," 15,342 ",0.054
DM=NO,binge=NO,SMKCUR=YES,SRSEX=FEMALE,racen=WHITE,BORN IN THE US,55-59 YEARS,50," 15,303 ",0.054
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=BLACK,5+ YEARS,18-25 YEARS,2," 15,271 ",0.054
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=ASIANONLY,5+ YEARS,18-25 YEARS,11," 15,199 ",0.054
DM=NO,binge=NO,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,60-64 YEARS,15," 15,137 ",0.054
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=ASIANONLY,BORN IN THE US,50-54 YEARS,13," 14,929 ",0.053
DM=YES,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=HISPANIC,5+ YEARS,30-34 YEARS,7," 14,872 ",0.053
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,VIET",5+ YEARS,60-64 YEARS,19," 14,871 ",0.053
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,26-29 YEARS,4," 14,824 ",0.053
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,racen=WHITE,5+ YEARS,18-25 YEARS,8," 14,727 ",0.052
DM=NO,binge=YES,SMKCUR=NO,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,45-49 YEARS,10," 14,671 ",0.052
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,55-59 YEARS,33," 14,663 ",0.052
DM=NO,binge=YES,SMKCUR=NO,SRSEX=MALE,"racen=ASIAN,PHIL",5+ YEARS,60-64 YEARS,4," 14,459 ",0.051
